Filling queue with 20000 CIFAR images before starting to train. This will take a few minutes.
2016-10-15 01:34:18.610808: step 0, loss = 4.67 (5.9 examples/sec; 21.874 sec/batch)
2016-10-15 02:03:04.373923: step 9660, loss = 0.96 (737.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:03:06.138310: step 9670, loss = 0.74 (706.0 examples/sec; 0.181 sec/batch)
2016-10-15 02:03:07.898958: step 9680, loss = 0.98 (698.9 examples/sec; 0.183 sec/batch)
2016-10-15 02:03:09.646578: step 9690, loss = 0.82 (735.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:03:11.415630: step 9700, loss = 0.84 (714.2 examples/sec; 0.179 sec/batch)
2016-10-15 02:03:13.348966: step 9710, loss = 0.72 (732.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:03:15.109804: step 9720, loss = 1.01 (731.9 examples/sec; 0.175 sec/batch)
2016-10-15 02:03:16.880392: step 9730, loss = 0.86 (699.2 examples/sec; 0.183 sec/batch)
2016-10-15 02:03:18.635191: step 9740, loss = 0.86 (733.6 examples/sec; 0.174 sec/batch)
2016-10-15 02:03:20.395780: step 9750, loss = 1.05 (712.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:03:22.149086: step 9760, loss = 0.89 (725.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:03:23.908794: step 9770, loss = 0.98 (730.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:03:25.662793: step 9780, loss = 0.86 (737.4 examples/sec; 0.174 sec/batch)
2016-10-15 02:03:27.427301: step 9790, loss = 0.87 (712.7 examples/sec; 0.180 sec/batch)
2016-10-15 02:03:29.192577: step 9800, loss = 0.83 (714.8 examples/sec; 0.179 sec/batch)
2016-10-15 02:03:31.129199: step 9810, loss = 1.01 (748.2 examples/sec; 0.171 sec/batch)
2016-10-15 02:03:32.885252: step 9820, loss = 1.02 (735.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:03:34.654846: step 9830, loss = 0.94 (712.2 examples/sec; 0.180 sec/batch)
2016-10-15 02:03:36.406818: step 9840, loss = 0.85 (725.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:03:38.172506: step 9850, loss = 0.97 (693.4 examples/sec; 0.185 sec/batch)
2016-10-15 02:03:39.939145: step 9860, loss = 0.83 (695.3 examples/sec; 0.184 sec/batch)
2016-10-15 02:03:41.705016: step 9870, loss = 0.87 (730.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:03:43.470767: step 9880, loss = 1.00 (721.2 examples/sec; 0.177 sec/batch)
2016-10-15 02:03:45.229915: step 9890, loss = 0.92 (726.0 examples/sec; 0.176 sec/batch)
2016-10-15 02:03:46.990741: step 9900, loss = 0.86 (735.4 examples/sec; 0.174 sec/batch)
2016-10-15 02:03:48.932266: step 9910, loss = 0.87 (717.8 examples/sec; 0.178 sec/batch)
2016-10-15 02:03:50.690461: step 9920, loss = 0.85 (734.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:03:52.458696: step 9930, loss = 0.93 (716.5 examples/sec; 0.179 sec/batch)
2016-10-15 02:03:54.217887: step 9940, loss = 0.94 (710.3 examples/sec; 0.180 sec/batch)
2016-10-15 02:03:55.963721: step 9950, loss = 0.82 (726.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:03:57.717797: step 9960, loss = 0.94 (740.2 examples/sec; 0.173 sec/batch)
2016-10-15 02:03:59.483552: step 9970, loss = 0.84 (705.8 examples/sec; 0.181 sec/batch)
2016-10-15 02:04:01.239363: step 9980, loss = 0.80 (714.2 examples/sec; 0.179 sec/batch)
2016-10-15 02:04:02.999979: step 9990, loss = 0.85 (721.1 examples/sec; 0.178 sec/batch)
2016-10-15 02:04:04.761295: step 10000, loss = 0.92 (746.3 examples/sec; 0.172 sec/batch)
2016-10-15 02:04:07.304369: step 10010, loss = 0.79 (733.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:04:09.075818: step 10020, loss = 0.74 (703.2 examples/sec; 0.182 sec/batch)
2016-10-15 02:04:10.829639: step 10030, loss = 1.09 (737.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:04:12.585687: step 10040, loss = 1.02 (734.2 examples/sec; 0.174 sec/batch)
2016-10-15 02:04:14.352565: step 10050, loss = 0.90 (717.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:04:16.102259: step 10060, loss = 0.89 (721.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:04:17.859339: step 10070, loss = 0.72 (725.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:04:19.627092: step 10080, loss = 0.80 (720.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:04:21.390430: step 10090, loss = 0.92 (711.9 examples/sec; 0.180 sec/batch)
2016-10-15 02:04:23.146489: step 10100, loss = 0.96 (727.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:04:25.109493: step 10110, loss = 0.75 (698.8 examples/sec; 0.183 sec/batch)
2016-10-15 02:04:26.863739: step 10120, loss = 0.80 (711.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:04:28.617919: step 10130, loss = 0.84 (736.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:04:30.378477: step 10140, loss = 1.02 (725.1 examples/sec; 0.177 sec/batch)
2016-10-15 02:04:32.144647: step 10150, loss = 0.78 (711.2 examples/sec; 0.180 sec/batch)
2016-10-15 02:04:33.896028: step 10160, loss = 0.73 (732.2 examples/sec; 0.175 sec/batch)
2016-10-15 02:04:35.652937: step 10170, loss = 0.86 (707.7 examples/sec; 0.181 sec/batch)
2016-10-15 02:04:37.404861: step 10180, loss = 0.84 (727.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:04:39.153887: step 10190, loss = 0.79 (746.6 examples/sec; 0.171 sec/batch)
2016-10-15 02:04:40.911445: step 10200, loss = 0.82 (740.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:04:42.850918: step 10210, loss = 0.75 (723.7 examples/sec; 0.177 sec/batch)
2016-10-15 02:04:44.611391: step 10220, loss = 0.85 (733.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:04:46.371768: step 10230, loss = 0.92 (734.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:04:48.136381: step 10240, loss = 0.76 (729.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:04:49.898170: step 10250, loss = 0.71 (724.4 examples/sec; 0.177 sec/batch)
2016-10-15 02:04:51.660308: step 10260, loss = 0.88 (739.7 examples/sec; 0.173 sec/batch)
2016-10-15 02:04:53.418418: step 10270, loss = 0.84 (732.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:04:55.176000: step 10280, loss = 0.87 (717.5 examples/sec; 0.178 sec/batch)
2016-10-15 02:04:56.930243: step 10290, loss = 1.08 (744.5 examples/sec; 0.172 sec/batch)
2016-10-15 02:04:58.686733: step 10300, loss = 0.81 (733.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:05:00.622125: step 10310, loss = 1.04 (752.1 examples/sec; 0.170 sec/batch)
2016-10-15 02:05:02.404168: step 10320, loss = 1.06 (719.7 examples/sec; 0.178 sec/batch)
2016-10-15 02:05:04.157072: step 10330, loss = 0.86 (747.6 examples/sec; 0.171 sec/batch)
2016-10-15 02:05:05.917822: step 10340, loss = 0.97 (717.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:05:07.676678: step 10350, loss = 0.95 (721.0 examples/sec; 0.178 sec/batch)
2016-10-15 02:05:09.430542: step 10360, loss = 0.82 (730.2 examples/sec; 0.175 sec/batch)
2016-10-15 02:05:11.191237: step 10370, loss = 0.94 (740.3 examples/sec; 0.173 sec/batch)
2016-10-15 02:05:12.954890: step 10380, loss = 0.89 (750.5 examples/sec; 0.171 sec/batch)
2016-10-15 02:05:14.700702: step 10390, loss = 0.89 (720.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:05:16.459875: step 10400, loss = 0.93 (727.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:05:18.406048: step 10410, loss = 0.80 (730.0 examples/sec; 0.175 sec/batch)
2016-10-15 02:05:20.156266: step 10420, loss = 0.86 (735.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:05:21.919950: step 10430, loss = 0.83 (740.6 examples/sec; 0.173 sec/batch)
2016-10-15 02:05:23.680780: step 10440, loss = 0.72 (716.8 examples/sec; 0.179 sec/batch)
2016-10-15 02:05:25.447817: step 10450, loss = 0.96 (734.6 examples/sec; 0.174 sec/batch)
2016-10-15 02:05:27.203381: step 10460, loss = 0.85 (746.5 examples/sec; 0.171 sec/batch)
2016-10-15 02:05:28.956349: step 10470, loss = 0.90 (736.5 examples/sec; 0.174 sec/batch)
2016-10-15 02:05:30.726135: step 10480, loss = 0.80 (692.5 examples/sec; 0.185 sec/batch)
2016-10-15 02:05:32.508124: step 10490, loss = 0.87 (728.7 examples/sec; 0.176 sec/batch)
2016-10-15 02:05:34.281028: step 10500, loss = 0.70 (704.9 examples/sec; 0.182 sec/batch)
2016-10-15 02:05:36.210723: step 10510, loss = 0.98 (757.2 examples/sec; 0.169 sec/batch)
2016-10-15 02:05:37.966340: step 10520, loss = 0.81 (756.5 examples/sec; 0.169 sec/batch)
2016-10-15 02:05:39.723629: step 10530, loss = 0.82 (741.1 examples/sec; 0.173 sec/batch)
2016-10-15 02:05:41.482454: step 10540, loss = 0.84 (734.2 examples/sec; 0.174 sec/batch)
2016-10-15 02:05:43.234501: step 10550, loss = 0.97 (730.9 examples/sec; 0.175 sec/batch)
2016-10-15 02:05:44.985556: step 10560, loss = 0.98 (738.2 examples/sec; 0.173 sec/batch)
2016-10-15 02:05:46.736121: step 10570, loss = 0.86 (728.9 examples/sec; 0.176 sec/batch)
2016-10-15 02:05:48.487825: step 10580, loss = 0.82 (725.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:05:50.247092: step 10590, loss = 0.95 (733.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:05:51.993764: step 10600, loss = 0.84 (725.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:05:53.945679: step 10610, loss = 0.82 (723.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:05:55.697334: step 10620, loss = 0.85 (738.5 examples/sec; 0.173 sec/batch)
2016-10-15 02:05:57.460346: step 10630, loss = 0.76 (711.2 examples/sec; 0.180 sec/batch)
2016-10-15 02:05:59.222577: step 10640, loss = 0.72 (732.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:06:00.984729: step 10650, loss = 0.97 (715.2 examples/sec; 0.179 sec/batch)
2016-10-15 02:06:02.747390: step 10660, loss = 0.99 (736.1 examples/sec; 0.174 sec/batch)
2016-10-15 02:06:04.505148: step 10670, loss = 1.22 (731.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:06:06.275685: step 10680, loss = 1.09 (712.2 examples/sec; 0.180 sec/batch)
2016-10-15 02:06:08.038772: step 10690, loss = 0.89 (724.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:06:09.792229: step 10700, loss = 0.83 (730.0 examples/sec; 0.175 sec/batch)
2016-10-15 02:06:11.729851: step 10710, loss = 0.74 (715.0 examples/sec; 0.179 sec/batch)
2016-10-15 02:06:13.491488: step 10720, loss = 0.75 (753.3 examples/sec; 0.170 sec/batch)
2016-10-15 02:06:15.245772: step 10730, loss = 0.90 (733.0 examples/sec; 0.175 sec/batch)
2016-10-15 02:06:17.009956: step 10740, loss = 0.78 (744.7 examples/sec; 0.172 sec/batch)
2016-10-15 02:06:18.776944: step 10750, loss = 1.02 (732.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:06:20.542501: step 10760, loss = 0.72 (734.0 examples/sec; 0.174 sec/batch)
2016-10-15 02:06:22.309792: step 10770, loss = 0.98 (710.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:06:24.062412: step 10780, loss = 0.81 (745.3 examples/sec; 0.172 sec/batch)
2016-10-15 02:06:25.825453: step 10790, loss = 0.89 (728.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:06:27.593463: step 10800, loss = 0.89 (716.5 examples/sec; 0.179 sec/batch)
2016-10-15 02:06:29.535269: step 10810, loss = 0.85 (759.3 examples/sec; 0.169 sec/batch)
2016-10-15 02:06:31.297429: step 10820, loss = 0.91 (728.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:06:33.070491: step 10830, loss = 0.93 (724.8 examples/sec; 0.177 sec/batch)
2016-10-15 02:06:34.833726: step 10840, loss = 0.97 (714.0 examples/sec; 0.179 sec/batch)
2016-10-15 02:06:36.596834: step 10850, loss = 0.85 (717.3 examples/sec; 0.178 sec/batch)
2016-10-15 02:06:38.351159: step 10860, loss = 0.94 (730.3 examples/sec; 0.175 sec/batch)
2016-10-15 02:06:40.113538: step 10870, loss = 0.90 (736.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:06:41.882180: step 10880, loss = 1.20 (723.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:06:43.648383: step 10890, loss = 0.78 (723.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:06:45.405652: step 10900, loss = 0.86 (768.4 examples/sec; 0.167 sec/batch)
2016-10-15 02:06:47.353881: step 10910, loss = 0.85 (717.4 examples/sec; 0.178 sec/batch)
2016-10-15 02:06:49.114572: step 10920, loss = 0.94 (743.0 examples/sec; 0.172 sec/batch)
2016-10-15 02:06:50.876339: step 10930, loss = 0.90 (701.0 examples/sec; 0.183 sec/batch)
2016-10-15 02:06:52.621038: step 10940, loss = 0.85 (738.6 examples/sec; 0.173 sec/batch)
2016-10-15 02:06:54.378185: step 10950, loss = 0.66 (732.8 examples/sec; 0.175 sec/batch)
2016-10-15 02:06:56.144071: step 10960, loss = 0.88 (747.8 examples/sec; 0.171 sec/batch)
2016-10-15 02:06:57.904243: step 10970, loss = 0.96 (744.0 examples/sec; 0.172 sec/batch)
2016-10-15 02:06:59.670409: step 10980, loss = 0.94 (706.7 examples/sec; 0.181 sec/batch)
2016-10-15 02:07:01.427539: step 10990, loss = 1.00 (732.6 examples/sec; 0.175 sec/batch)
2016-10-15 02:07:03.191880: step 11000, loss = 0.91 (717.2 examples/sec; 0.178 sec/batch)
2016-10-15 02:07:05.641726: step 11010, loss = 0.97 (741.6 examples/sec; 0.173 sec/batch)
2016-10-15 02:07:07.401408: step 11020, loss = 0.95 (724.9 examples/sec; 0.177 sec/batch)
2016-10-15 02:07:09.164422: step 11030, loss = 0.80 (703.5 examples/sec; 0.182 sec/batch)
2016-10-15 02:07:10.917180: step 11040, loss = 0.73 (722.4 examples/sec; 0.177 sec/batch)
2016-10-15 02:07:12.670806: step 11050, loss = 0.82 (754.1 examples/sec; 0.170 sec/batch)
2016-10-15 02:07:14.429311: step 11060, loss = 0.81 (747.0 examples/sec; 0.171 sec/batch)
2016-10-15 02:07:16.187230: step 11070, loss = 0.91 (724.1 examples/sec; 0.177 sec/batch)
2016-10-15 02:07:17.944477: step 11080, loss = 0.80 (754.9 examples/sec; 0.170 sec/batch)
2016-10-15 02:07:19.695472: step 11090, loss = 0.85 (742.8 examples/sec; 0.172 sec/batch)
2016-10-15 02:07:21.455401: step 11100, loss = 1.01 (726.6 examples/sec; 0.176 sec/batch)
2016-10-15 02:07:23.394755: step 11110, loss = 0.74 (718.7 examples/sec; 0.178 sec/batch)
2016-10-15 02:07:25.154557: step 11120, loss = 0.90 (714.7 examples/sec; 0.179 sec/batch)
2016-10-15 02:07:26.900855: step 11130, loss = 0.87 (729.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:07:28.665672: step 11140, loss = 0.92 (731.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:07:30.418185: step 11150, loss = 0.88 (751.3 examples/sec; 0.170 sec/batch)
2016-10-15 02:07:32.182139: step 11160, loss = 0.70 (728.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:07:33.947559: step 11170, loss = 0.81 (713.0 examples/sec; 0.180 sec/batch)
2016-10-15 02:07:35.696129: step 11180, loss = 0.93 (731.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:07:37.450283: step 11190, loss = 0.83 (752.7 examples/sec; 0.170 sec/batch)
2016-10-15 02:07:39.208936: step 11200, loss = 0.85 (753.7 examples/sec; 0.170 sec/batch)
2016-10-15 02:07:41.146259: step 11210, loss = 1.00 (746.7 examples/sec; 0.171 sec/batch)
2016-10-15 02:07:42.906649: step 11220, loss = 0.78 (725.6 examples/sec; 0.176 sec/batch)
2016-10-15 02:07:44.661559: step 11230, loss = 0.88 (754.5 examples/sec; 0.170 sec/batch)
2016-10-15 02:07:46.420146: step 11240, loss = 0.86 (728.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:07:48.176170: step 11250, loss = 0.82 (702.0 examples/sec; 0.182 sec/batch)
2016-10-15 02:07:49.931301: step 11260, loss = 0.73 (728.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:07:51.694288: step 11270, loss = 0.86 (786.5 examples/sec; 0.163 sec/batch)
2016-10-15 02:07:53.456408: step 11280, loss = 0.85 (727.9 examples/sec; 0.176 sec/batch)
2016-10-15 02:07:55.218043: step 11290, loss = 0.83 (701.4 examples/sec; 0.182 sec/batch)
2016-10-15 02:07:56.987431: step 11300, loss = 0.63 (688.6 examples/sec; 0.186 sec/batch)
2016-10-15 02:07:58.928853: step 11310, loss = 1.01 (718.4 examples/sec; 0.178 sec/batch)
2016-10-15 02:08:00.674229: step 11320, loss = 0.80 (747.4 examples/sec; 0.171 sec/batch)
2016-10-15 02:08:02.450299: step 11330, loss = 0.93 (739.9 examples/sec; 0.173 sec/batch)
2016-10-15 02:08:04.205722: step 11340, loss = 0.91 (776.6 examples/sec; 0.165 sec/batch)
2016-10-15 02:08:05.964577: step 11350, loss = 0.90 (756.0 examples/sec; 0.169 sec/batch)
2016-10-15 02:08:07.723297: step 11360, loss = 0.97 (741.2 examples/sec; 0.173 sec/batch)
2016-10-15 02:08:09.478417: step 11370, loss = 0.84 (727.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:08:11.239566: step 11380, loss = 0.80 (736.1 examples/sec; 0.174 sec/batch)
2016-10-15 02:08:13.000650: step 11390, loss = 0.85 (735.6 examples/sec; 0.174 sec/batch)
2016-10-15 02:08:14.758084: step 11400, loss = 0.94 (721.6 examples/sec; 0.177 sec/batch)
2016-10-15 02:08:16.700330: step 11410, loss = 0.86 (719.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:08:18.461380: step 11420, loss = 0.75 (720.5 examples/sec; 0.178 sec/batch)
2016-10-15 02:08:20.231475: step 11430, loss = 0.93 (712.6 examples/sec; 0.180 sec/batch)
2016-10-15 02:08:21.986771: step 11440, loss = 0.75 (735.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:08:23.753481: step 11450, loss = 0.91 (727.9 examples/sec; 0.176 sec/batch)
2016-10-15 02:08:25.518588: step 11460, loss = 0.99 (730.6 examples/sec; 0.175 sec/batch)
2016-10-15 02:08:27.275427: step 11470, loss = 0.79 (745.3 examples/sec; 0.172 sec/batch)
2016-10-15 02:08:29.036937: step 11480, loss = 0.86 (727.4 examples/sec; 0.176 sec/batch)
2016-10-15 02:08:30.801077: step 11490, loss = 0.93 (723.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:08:32.565605: step 11500, loss = 0.81 (722.7 examples/sec; 0.177 sec/batch)
2016-10-15 02:08:34.518945: step 11510, loss = 1.05 (723.2 examples/sec; 0.177 sec/batch)
2016-10-15 02:08:36.287856: step 11520, loss = 0.80 (707.3 examples/sec; 0.181 sec/batch)
2016-10-15 02:08:38.042620: step 11530, loss = 0.85 (728.6 examples/sec; 0.176 sec/batch)
2016-10-15 02:08:39.806659: step 11540, loss = 1.02 (712.8 examples/sec; 0.180 sec/batch)
2016-10-15 02:08:41.570199: step 11550, loss = 0.88 (736.0 examples/sec; 0.174 sec/batch)
2016-10-15 02:08:43.348728: step 11560, loss = 0.82 (682.2 examples/sec; 0.188 sec/batch)
2016-10-15 02:08:45.110924: step 11570, loss = 0.79 (747.5 examples/sec; 0.171 sec/batch)
2016-10-15 02:08:46.867754: step 11580, loss = 0.80 (714.4 examples/sec; 0.179 sec/batch)
2016-10-15 02:08:48.623609: step 11590, loss = 0.85 (761.7 examples/sec; 0.168 sec/batch)
2016-10-15 02:08:50.390092: step 11600, loss = 0.74 (716.6 examples/sec; 0.179 sec/batch)
2016-10-15 02:08:52.338459: step 11610, loss = 0.89 (765.3 examples/sec; 0.167 sec/batch)
2016-10-15 02:08:54.100601: step 11620, loss = 0.86 (746.2 examples/sec; 0.172 sec/batch)
2016-10-15 02:08:55.862518: step 11630, loss = 0.89 (699.1 examples/sec; 0.183 sec/batch)
2016-10-15 02:08:57.617737: step 11640, loss = 0.97 (721.0 examples/sec; 0.178 sec/batch)
2016-10-15 02:08:59.369853: step 11650, loss = 0.74 (720.3 examples/sec; 0.178 sec/batch)
2016-10-15 02:09:01.133002: step 11660, loss = 0.95 (728.5 examples/sec; 0.176 sec/batch)
2016-10-15 02:09:02.894244: step 11670, loss = 0.98 (709.0 examples/sec; 0.181 sec/batch)
2016-10-15 02:09:04.652770: step 11680, loss = 0.83 (719.6 examples/sec; 0.178 sec/batch)
2016-10-15 02:09:06.406178: step 11690, loss = 0.87 (734.3 examples/sec; 0.174 sec/batch)
2016-10-15 02:09:08.164018: step 11700, loss = 0.83 (752.1 examples/sec; 0.170 sec/batch)
2016-10-15 02:09:10.116550: step 11710, loss = 0.95 (709.2 examples/sec; 0.180 sec/batch)
2016-10-15 02:09:11.865547: step 11720, loss = 0.85 (730.7 examples/sec; 0.175 sec/batch)
2016-10-15 02:09:13.635389: step 11730, loss = 0.85 (727.0 examples/sec; 0.176 sec/batch)
2016-10-15 02:09:15.387234: step 11740, loss = 0.82 (719.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:09:17.148453: step 11750, loss = 0.83 (719.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:09:18.905580: step 11760, loss = 0.86 (731.5 examples/sec; 0.175 sec/batch)
2016-10-15 02:09:20.681450: step 11770, loss = 0.80 (701.0 examples/sec; 0.183 sec/batch)
2016-10-15 02:09:22.437428: step 11780, loss = 0.85 (725.8 examples/sec; 0.176 sec/batch)
2016-10-15 02:09:24.187685: step 11790, loss = 0.74 (724.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:09:25.943324: step 11800, loss = 0.87 (729.2 examples/sec; 0.176 sec/batch)
2016-10-15 02:09:27.882165: step 11810, loss = 0.74 (733.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:09:29.637134: step 11820, loss = 0.87 (752.5 examples/sec; 0.170 sec/batch)
2016-10-15 02:09:31.397555: step 11830, loss = 0.90 (741.0 examples/sec; 0.173 sec/batch)
2016-10-15 02:09:33.167992: step 11840, loss = 0.91 (708.3 examples/sec; 0.181 sec/batch)
2016-10-15 02:09:34.926394: step 11850, loss = 0.92 (720.3 examples/sec; 0.178 sec/batch)
2016-10-15 02:09:36.682396: step 11860, loss = 0.90 (731.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:09:38.448199: step 11870, loss = 0.98 (716.9 examples/sec; 0.179 sec/batch)
2016-10-15 02:09:40.208444: step 11880, loss = 0.98 (715.7 examples/sec; 0.179 sec/batch)
2016-10-15 02:09:41.966251: step 11890, loss = 0.73 (746.5 examples/sec; 0.171 sec/batch)
2016-10-15 02:09:43.726041: step 11900, loss = 0.79 (738.7 examples/sec; 0.173 sec/batch)
2016-10-15 02:09:45.671106: step 11910, loss = 0.92 (721.3 examples/sec; 0.177 sec/batch)
2016-10-15 02:09:47.426797: step 11920, loss = 0.83 (741.5 examples/sec; 0.173 sec/batch)
2016-10-15 02:09:49.190105: step 11930, loss = 0.95 (720.9 examples/sec; 0.178 sec/batch)
2016-10-15 02:09:50.943031: step 11940, loss = 0.82 (725.3 examples/sec; 0.176 sec/batch)
2016-10-15 02:09:52.708740: step 11950, loss = 0.85 (734.9 examples/sec; 0.174 sec/batch)
2016-10-15 02:09:54.466044: step 11960, loss = 1.00 (716.8 examples/sec; 0.179 sec/batch)
2016-10-15 02:09:56.226437: step 11970, loss = 0.85 (725.0 examples/sec; 0.177 sec/batch)
2016-10-15 02:09:57.984068: step 11980, loss = 0.88 (737.2 examples/sec; 0.174 sec/batch)
2016-10-15 02:09:59.755432: step 11990, loss = 0.87 (702.4 examples/sec; 0.182 sec/batch)
2016-10-15 02:10:01.503884: step 12000, loss = 0.97 (735.4 examples/sec; 0.174 sec/batch)
2016-10-15 02:10:03.996867: step 12010, loss = 0.84 (708.7 examples/sec; 0.181 sec/batch)
2016-10-15 02:10:05.762121: step 12020, loss = 0.71 (722.7 examples/sec; 0.177 sec/batch)
2016-10-15 02:10:07.530305: step 12030, loss = 0.83 (705.6 examples/sec; 0.181 sec/batch)
2016-10-15 02:10:09.285468: step 12040, loss = 0.81 (772.3 examples/sec; 0.166 sec/batch)
2016-10-15 02:10:11.036306: step 12050, loss = 0.83 (711.4 examples/sec; 0.180 sec/batch)
2016-10-15 02:10:12.800829: step 12060, loss = 0.96 (733.7 examples/sec; 0.174 sec/batch)
2016-10-15 02:10:14.566184: step 12070, loss = 0.79 (743.8 examples/sec; 0.172 sec/batch)
2016-10-15 02:10:16.325852: step 12080, loss = 0.84 (733.1 examples/sec; 0.175 sec/batch)
2016-10-15 02:10:18.084854: step 12090, loss = 0.74 (720.7 examples/sec; 0.178 sec/batch)
2016-10-15 02:10:19.838204: step 12100, loss = 0.84 (760.3 examples/sec; 0.168 sec/batch)
2016-10-15 02:10:21.792466: step 12110, loss = 0.80 (712.4 examples/sec; 0.180 sec/batch)
2016-10-15 02:10:23.549757: step 12120, loss = 0.86 (734.2 examples/sec; 0.174 sec/batch)
2016-10-15 02:10:25.317800: step 12130, loss = 0.67 (714.7 examples/sec; 0.179 sec/batch)
2016-10-15 02:10:27.068912: step 12140, loss = 0.73 (721.5 examples/sec; 0.177 sec/batch)
2016-10-15 02:10:28.826758: step 12150, loss = 0.81 (735.4 examples/sec; 0.174 sec/batch)
2016-10-15 02:10:30.589772: step 12160, loss = 0.88 (742.9 examples/sec; 0.172 sec/batch)
2016-10-15 02:10:32.353400: step 12170, loss = 0.80 (694.6 examples/sec; 0.184 sec/batch)
2016-10-15 02:10:34.116995: step 12180, loss = 0.84 (712.5 examples/sec; 0.180 sec/batch)
2016-10-15 02:10:35.865020: step 12190, loss = 0.87 (740.6 examples/sec; 0.173 sec/batch)
2016-10-15 02:10:37.625562: step 12200, loss = 0.87 (729.4 examples/sec; 0.175 sec/batch)
2016-10-15 02:10:39.569886: step 12210, loss = 0.90 (748.9 examples/sec; 0.171 sec/batch)
2016-10-15 02:10:41.323297: step 12220, loss = 0.93 (732.2 examples/sec; 0.175 sec/batch)
2016-10-15 02:10:43.085271: step 12230, loss = 0.95 (726.0 examples/sec; 0.176 sec/batch)
2016-10-15 02:10:44.859004: step 12240, loss = 0.87 (694.3 examples/sec; 0.184 sec/batch)
2016-10-15 02:10:46.605390: step 12250, loss = 1.06 (741.7 examples/sec; 0.173 sec/batch)
2016-10-15 02:10:48.365616: step 12260, loss = 0.98 (715.2 examples/sec; 0.179 sec/batch)
2016-10-15 02:10:50.119236: step 12270, loss = 0.94 (707.9 examples/sec; 0.181 sec/batch)
2016-10-15 02:10:51.875263: step 12280, loss = 1.14 (736.2 examples/sec; 0.174 sec/batch)
2016-10-15 02:10:53.634806: step 12290, loss = 0.86 (735.3 examples/sec; 0.174 sec/batch)
2016-10-15 02:10:55.391873: step 12300, loss = 0.99 (717.0 examples/sec; 0.179 sec/batch)
2016-10-15 02:10:57.336377: step 12310, loss = 0.80 (736.8 examples/sec; 0.174 sec/batch)
2016-10-15 02:10:59.099838: step 12320, loss = 0.76 (719.2 examples/sec; 0.178 sec/batch)
